iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
ABW,,,2016,95.11172113,,,
AFG,2126,1.348534623,2024,50.7,35.5,2015,46.69590476
AGO,2484,0.3454563058,2024,26.1,23.2,2015,32.30865691
AIA,,,2017,86.54116897,,,
ALB,2267,0.4337742909,2024,81.4,79.1,2015,83.99002891
AND,2000,,2024,100,,,
ARE,2069,0.2777777778,2024,98.6,98.5,2015,98.82
ARG,,,2016,97.54751204,,,
ARM,2023,6.80335097,2024,99.3,96.3,2015,97.10444444
ASM,2033,4.091491498,2024,97.2,92.3,2015,94.0008885
ATG,3797,0.05952380952,2024,81.3,81,2015,85.40673121
AUS,2012,,2024,99.9,99.8,2015,99.89
AUT,2000,,2024,99.99999719,,,
AZE,2067,2.133534103,2024,87.1,77.3,2015,82.6518368
BDI,2311,0.6242586304,2024,11.6,8.9,2015,13.40429075
BEL,2000,,2024,100,,,
BEN,,-0.5602428525,2024,26.4,31.7,2015,42.49584996
BES,2020,,2024,100,,,
BFA,2155,1.238166633,2024,23.1,14.9,2015,21.26933529
BGD,2074,1.892808238,2024,86.1,77,2015,82.42980364
BGR,2000,,2024,99.2,99.3,2015,99.48
BHR,,0,2024,98.9,98.9,2015,99.14666667
BHS,,,2019,98.13016313,,,
BIH,,0,2024,90.7,90.7,2015,92.76593363
BLM,2000,,2024,100,,,
BLR,2021,14.1794101,2024,99.9,94.2,2015,95.47021978
BLZ,2083,1.165684395,2024,93.5,91.3,2015,93.2277908
BOL,2119,0.997467136,2024,86.3,82.2,2015,86.30889035
BRA,2020,,2024,99.99999873,,,
BRB,2023,1.111111111,2024,99,98.7,2015,98.97
BRN,2000,,2024,99.9,99.8,2015,99.89
BTN,2105,1.139092376,2024,87.3,82.9,2015,86.83511488
BWA,2114,1.149063786,2024,82.4,76,2015,81.68890269
CAF,,-0.1322751323,2024,6.2,6.7,2015,10.77800294
CAN,,-1.402116402,2024,96.9,97.8,2015,98.28333333
CHE,2000,,2024,99.99999678,,,
CHL,2024,4.261904762,2024,99.1,97.4,2015,97.96857143
CHN,2037,3.993884364,2024,95.8,88.6,2015,91.15504644
CIV,2328,0.4472488856,2024,53.6,48.5,2015,59.6571622
CMR,2203,0.8663089203,2024,29.6,22.1,2015,30.90220149
COD,6163,0.04315401374,2024,11.9,11.7,2015,16.97053336
